name	type	units	sampling_frequency
EEGstream EE225_Fp1	EEG	microvolts	499.991280936257
EEGstream EE225_Fpz	EEG	microvolts	499.991280936257
EEGstream EE225_Fp2	EEG	microvolts	499.991280936257
EEGstream EE225_F7	EEG	microvolts	499.991280936257
EEGstream EE225_F3	EEG	microvolts	499.991280936257
EEGstream EE225_Fz	EEG	microvolts	499.991280936257
EEGstream EE225_F4	EEG	microvolts	499.991280936257
EEGstream EE225_F8	EEG	microvolts	499.991280936257
EEGstream EE225_FC5	EEG	microvolts	499.991280936257
EEGstream EE225_FC1	EEG	microvolts	499.991280936257
EEGstream EE225_FC2	EEG	microvolts	499.991280936257
EEGstream EE225_FC6	EEG	microvolts	499.991280936257
EEGstream EE225_M1	EEG	microvolts	499.991280936257
EEGstream EE225_T7	EEG	microvolts	499.991280936257
EEGstream EE225_C3	EEG	microvolts	499.991280936257
EEGstream EE225_Cz	EEG	microvolts	499.991280936257
EEGstream EE225_C4	EEG	microvolts	499.991280936257
EEGstream EE225_T8	EEG	microvolts	499.991280936257
EEGstream EE225_M2	EEG	microvolts	499.991280936257
EEGstream EE225_CP5	EEG	microvolts	499.991280936257
EEGstream EE225_CP1	EEG	microvolts	499.991280936257
EEGstream EE225_CP2	EEG	microvolts	499.991280936257
EEGstream EE225_CP6	EEG	microvolts	499.991280936257
EEGstream EE225_P7	EEG	microvolts	499.991280936257
EEGstream EE225_P3	EEG	microvolts	499.991280936257
EEGstream EE225_Pz	EEG	microvolts	499.991280936257
EEGstream EE225_P4	EEG	microvolts	499.991280936257
EEGstream EE225_P8	EEG	microvolts	499.991280936257
EEGstream EE225_POz	EEG	microvolts	499.991280936257
EEGstream EE225_O1	EEG	microvolts	499.991280936257
EEGstream EE225_O2	EEG	microvolts	499.991280936257
EEGstream EE225_EOG	EEG	microvolts	499.991280936257
EEGstream EE225_AF7	EEG	microvolts	499.991280936257
EEGstream EE225_AF3	EEG	microvolts	499.991280936257
EEGstream EE225_AF4	EEG	microvolts	499.991280936257
EEGstream EE225_AF8	EEG	microvolts	499.991280936257
EEGstream EE225_F5	EEG	microvolts	499.991280936257
EEGstream EE225_F1	EEG	microvolts	499.991280936257
EEGstream EE225_F2	EEG	microvolts	499.991280936257
EEGstream EE225_F6	EEG	microvolts	499.991280936257
EEGstream EE225_FC3	EEG	microvolts	499.991280936257
EEGstream EE225_FCz	EEG	microvolts	499.991280936257
EEGstream EE225_FC4	EEG	microvolts	499.991280936257
EEGstream EE225_C5	EEG	microvolts	499.991280936257
EEGstream EE225_C1	EEG	microvolts	499.991280936257
EEGstream EE225_C2	EEG	microvolts	499.991280936257
EEGstream EE225_C6	EEG	microvolts	499.991280936257
EEGstream EE225_CP3	EEG	microvolts	499.991280936257
EEGstream EE225_CP4	EEG	microvolts	499.991280936257
EEGstream EE225_P5	EEG	microvolts	499.991280936257
EEGstream EE225_P1	EEG	microvolts	499.991280936257
EEGstream EE225_P2	EEG	microvolts	499.991280936257
EEGstream EE225_P6	EEG	microvolts	499.991280936257
EEGstream EE225_PO5	EEG	microvolts	499.991280936257
EEGstream EE225_PO3	EEG	microvolts	499.991280936257
EEGstream EE225_PO4	EEG	microvolts	499.991280936257
EEGstream EE225_PO6	EEG	microvolts	499.991280936257
EEGstream EE225_FT7	EEG	microvolts	499.991280936257
EEGstream EE225_FT8	EEG	microvolts	499.991280936257
EEGstream EE225_TP7	EEG	microvolts	499.991280936257
EEGstream EE225_TP8	EEG	microvolts	499.991280936257
EEGstream EE225_PO7	EEG	microvolts	499.991280936257
EEGstream EE225_PO8	EEG	microvolts	499.991280936257
EEGstream EE225_Oz	EEG	microvolts	499.991280936257
